,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
9380,0.5,0,0,1,0,418.0213655,1,1,19.7,72.77,18.0
9381,0,0,1,2,0,900.0620732000001,1,1,21.167876,79.006178,29.0
9382,0.5,0,0,2,0,1195.652174,1,1,18.5481,73.8995,110.0
9383,0,0,0,2,0,1200.030001,1,1,13.040383,80.23734300000001,160.0
9384,0.5,0,0,3,0,1801.456497,1,1,30.664299,76.817624,47.0
9385,0,0,0,2,0,1049.868766,1,1,16.706784,74.234944,60.0
9386,0.5,0,1,1,0,658.9473684,1,1,24.69028,78.41889,31.3
9387,0,0,0,2,0,847.9366874,1,1,13.0604,80.2657,30.0
9388,0.5,0,0,3,0,1814.196242,1,1,20.257483,85.780142,86.9
9389,0.5,0,0,2,0,648.0093961,1,1,19.1983,72.8409,160.0
9390,0,0,0,1,0,54.99945001,1,1,28.649273,77.355737,35.0
9391,0.5,1,0,2,0,1005.025126,0,1,24.69028,78.41889,34.0
9392,0.5,0,0,1,0,745.0050796,1,1,19.047207,73.080342,66.0
9393,0.5,0,1,2,0,1019.969938,1,1,19.255098,72.9815265,95.0
9394,0,0,0,2,0,940.2283412,1,1,23.25,77.41667,28.0
9395,0,0,0,3,0,1314.108414,1,1,18.669919,73.853723,72.0
9396,0.5,1,1,1,0,680.0077715,0,0,24.69028,78.41889,70.0
9397,0.5,0,0,2,0,1175.088132,1,1,22.575343,88.433715,80.0
9398,0,0,0,2,0,1192.078446,1,1,12.96991,77.59796,62.0
9399,0.5,0,0,2,0,890.2077151000001,1,1,22.403867,88.47000600000001,30.0
9400,0.5,0,1,2,0,1346.181097,1,1,12.9958935,77.761394,95.0
9401,0,0,0,3,0,1350.435624,1,1,30.75501,76.64051500000001,27.9
9402,0,0,0,2,0,1065.162907,1,1,18.52361,73.84778,68.0
9403,0,0,1,3,0,1718.58217,1,1,30.719268,76.660791,48.0
9404,0,0,0,2,0,850.0877075,1,1,19.085225,73.661835,63.0
9405,0.5,1,1,3,0,1348.604614,0,1,28.602325,77.40199399999999,83.6
9406,0.5,0,1,2,0,1050.052503,1,1,18.96,72.82,90.0
9407,1,1,1,2,0,1084.615385,0,0,21.094632,79.074805,42.3
9408,0.5,0,0,1,0,665.0901567000001,1,1,18.728912,72.926902,22.5
9409,0,0,0,2,0,720.0620361,1,1,13.09,80.27,65.0
9410,0.5,0,0,2,0,749.2085825,1,1,22.69763,88.462075,21.3
9411,0,0,0,3,0,1065.2463380000002,1,1,22.592164,88.46201500000001,40.0
9412,0.5,0,0,3,0,1969.254224,1,1,13.011261,77.55503399999999,310.0
9413,0,0,0,2,0,1230.0123,1,1,26.91667,75.86667,30.0
9414,0,0,0,2,0,1049.723757,1,1,20.26444,85.82806,38.0
9415,0,0,1,3,0,1486.013986,1,1,22.323406,73.24039499999999,34.0
9416,0.5,0,0,2,0,1250.0,1,1,27.553339,78.673469,27.9
9417,0,0,1,2,0,1090.342679,1,1,22.63472,75.81139,21.0
9418,0.5,0,0,3,0,1350.2285,1,1,30.689021,76.860403,65.0
9419,0.5,0,0,2,0,1157.109797,1,1,24.69028,78.41889,90.0
9420,0.5,1,0,3,0,2180.376611,0,1,21.17,72.83,110.0
9421,0.5,0,1,4,0,2020.930233,1,0,12.845659,80.231049,86.9
9422,0.5,0,0,3,0,2412.545235,1,1,21.17,72.83,80.0
9423,0.5,1,1,1,0,322.5123127,0,0,19.147866,72.932609,60.9
9424,0.5,1,1,2,0,650.0,0,1,19.1759,72.9522,130.0
9425,0.5,0,0,2,0,1067.101877,1,1,20.742166,80.104602,170.0
9426,0,0,0,2,0,1005.356407,1,1,12.326657,76.63796500000001,48.8
9427,0,0,0,3,0,1259.731069,1,1,28.884738,76.599386,35.6
9428,1,1,1,2,0,829.0322581,0,0,23.14968,79.97146500000001,25.7
9429,0,0,0,2,0,1070.009172,1,1,12.96991,77.59796,70.0
9430,0,0,0,2,0,1009.174312,1,1,12.995285,77.766797,44.0
9431,0,0,0,3,0,1700.6802719999998,1,1,31.283624,75.577352,40.0
9432,0.5,0,0,3,0,1500.0,1,1,21.17,72.83,45.0
9433,0.5,0,1,3,0,1695.2417649999998,1,1,28.5035,77.426447,88.0
9434,0,0,0,3,0,2256.06317,1,1,30.710021,76.857258,120.0
9435,0,0,0,3,0,1450.039547,1,1,12.996619,77.668989,55.0
9436,0.5,0,1,3,0,1853.129621,1,1,30.6665,76.8625,75.2
9437,0,0,0,3,0,1638.576779,1,1,13.055985,77.622157,140.0
9438,0.5,0,0,2,0,1150.086256,1,1,22.730049,75.893253,40.0
9439,0,0,1,2,0,1090.066767,1,1,12.96991,77.59796,80.0
9440,0.5,1,1,2,0,1334.986173,0,1,12.9255,77.6765,140.0
9441,1,1,0,3,0,1448.979592,0,0,25.728593,78.457598,35.5
9442,0.5,0,1,2,0,1199.949476,1,1,18.96,72.82,190.0
9443,0.5,0,1,2,0,1244.997777,1,1,19.155552,72.997112,140.0
9444,0.5,0,1,2,0,973.0250482,1,1,12.265026,76.62469,50.5
9445,0.5,0,0,3,0,1434.375,1,1,22.1764,75.8193,45.9
9446,0.5,0,0,4,0,3774.534474,1,1,9.967,76.2998,300.0
9447,0,0,0,3,0,1531.213192,1,1,9.59167,76.52221999999999,52.0
9448,0.5,1,1,3,0,1590.974834,0,1,13.092356,77.61346800000001,110.0
9449,0.5,0,0,3,0,1480.974541,1,1,20.353795,85.82101999999999,54.1
9450,0.5,0,0,3,0,1545.064378,1,1,24.69028,78.41889,270.0
9451,0.5,1,0,2,0,956.5217391,0,1,24.69028,78.41889,110.0
9452,0.5,0,1,3,0,1597.6567699999998,1,1,12.97045,77.712284,120.0
9453,0,0,0,7,0,600.0905797,1,1,23.204425,75.785916,26.5
9454,0.5,0,0,3,0,147913.1886,1,0,13.03478,80.15586,8860.0
9455,0.5,0,1,3,0,1863.459258,1,1,13.055985,77.622157,110.0
9456,0,0,0,1,0,557.0409982000001,1,1,22.497621,75.666905,12.5
9457,0.5,0,0,3,0,1301.78421,1,1,19.035407,73.065449,170.0
9458,0.5,0,0,2,0,985.1138354,1,1,12.96991,77.59796,45.0
9459,0,0,0,2,0,1261.171797,1,1,32.126321999999995,76.541845,63.5
9460,0.5,1,1,1,0,250.6544867,0,0,19.147866,72.932609,45.0
9461,0.5,0,1,2,0,1126.549005,1,1,19.049214000000003,73.072916,120.0
9462,0.5,1,1,4,0,2494.387628,0,1,28.506454,77.40956800000001,100.0
9463,0.5,0,0,3,0,1176.124669,1,1,22.65921,88.4384,40.0
9464,0.5,0,1,3,0,1829.473684,1,1,21.0,77.0,86.9
9465,0.5,0,1,3,0,884.8382957999999,1,1,24.69028,78.41889,200.0
9466,1,1,1,1,0,350.2129673,0,0,25.1543,73.0816,7.4
9467,0.5,1,1,3,0,990.4827527,0,1,19.1759,72.9522,230.0
9468,0.5,0,0,2,0,985.2216749,1,1,18.637802,73.745912,40.0
9469,0,0,0,3,0,1246.231156,1,1,28.587711,77.403123,62.0
9470,0.5,0,0,3,0,1680.0079059999998,1,1,18.96667,72.83333,340.0
9471,0.5,0,0,3,0,1700.1020059999998,1,1,24.69028,78.41889,150.0
9472,0.5,0,0,3,0,1573.200074,1,1,13.055985,77.622157,85.0
9473,0.5,0,0,3,0,1433.785193,1,1,19.040066,73.115347,110.0
9474,0.5,0,0,2,0,1134.081512,1,1,13.04034,77.591347,96.0
9475,0.5,0,1,3,0,991.1348494,1,1,19.18,72.96333,180.0
9476,0,0,0,2,0,800.0,1,1,18.430375,73.815337,70.0
9477,0,0,0,2,0,1200.120012,1,1,9.930471,76.271273,40.0
9478,0.5,0,0,2,0,1200.171453,1,1,28.9196,76.8972,56.0
9479,0.5,0,0,4,0,1718.8037129999998,1,1,28.5679,77.3679,100.0
9480,0,0,0,2,0,1170.194459,1,1,12.952357,77.72250600000001,68.0
9481,0,0,0,3,0,850.0303582,1,1,26.163543,91.684482,42.0
9482,0.5,0,1,3,0,2000.0,1,1,30.66486,76.70610699999999,102.0
9483,0,0,0,1,0,850.0510031,1,1,28.689982,77.339807,25.0
9484,0.5,0,0,3,0,1750.087504,1,1,19.05871,72.89969,300.0
9485,0,0,0,2,0,945.1795841,1,1,22.54111,88.33778000000001,40.0
9486,0.5,0,1,1,0,35891.45025,1,0,19.05871,72.89969,8610.0
9487,0,0,0,2,0,821.9567691000001,1,1,28.506454,77.40956800000001,28.9
9488,0,0,0,2,0,1135.0737800000002,1,1,26.959353000000004,75.77919399999999,50.0
9489,0.5,0,0,3,0,1668.613382,1,1,28.406281,77.022817,100.0
9490,0.5,0,0,2,0,1000.0,1,1,19.094268,73.011499,47.8
9491,0.5,0,1,4,0,2724.088727,1,1,28.401971000000003,77.09943299999999,210.0
9492,0.5,0,1,3,0,1086.56284,1,0,19.015576,72.85144100000001,300.0
9493,0,0,0,2,0,1180.092355,1,1,12.967994,77.683497,46.0
9494,0.5,0,0,2,0,991.9121013,1,1,19.371618,72.824114,130.0
9495,0,0,1,2,0,965.0495566,1,1,28.698133,77.335746,37.0
9496,0,0,0,3,0,1930.200819,1,1,12.9407,77.7466,99.0
9497,0.5,1,0,2,0,1250.0,0,1,22.690454000000003,75.83176999999999,45.0
9498,0.5,0,0,2,0,911.7647059,1,1,12.982389,80.22318299999999,77.5
9499,0.5,0,1,2,0,890.1515152000001,1,1,18.651598,73.735448,47.0
9500,0,0,0,2,0,2250.432776,1,1,30.470771000000003,76.80621,39.0
9501,0.5,0,0,1,0,675.024108,1,1,24.69028,78.41889,42.0
9502,0.5,1,1,2,0,513.6586505,0,1,24.69028,78.41889,110.0
9503,0.5,0,0,2,0,1020.007846,1,1,13.013312,77.662077,52.0
9504,0.5,0,0,8,0,6600.0066,1,1,19.071818,72.98996700000001,2000.0
9505,0.5,0,1,2,0,968.9922481,1,1,19.218498,72.992114,100.0
9506,0.5,0,1,1,0,546.5985057,1,1,28.2102,76.8606,13.9
9507,0.5,0,0,3,0,1650.064169,1,1,19.05871,72.89969,270.0
9508,0,1,0,2,0,1000.0,0,1,17.001607,82.262447,29.5
9509,0,0,0,3,0,1500.0,1,1,10.999392,76.997254,90.0
9510,0.5,0,0,2,0,1223.404255,1,1,24.69028,78.41889,230.0
9511,0.5,0,1,4,0,3850.160801,1,1,19.0242,73.0172,850.0
9512,0.5,0,0,2,0,1075.088191,1,1,28.583704,77.360401,64.0
9513,0.5,0,1,2,0,1195.652174,1,1,18.49667,73.94167,110.0
9514,0.5,1,1,2,0,1070.090958,0,1,18.798889000000003,73.323278,60.0
9515,0,0,0,1,0,1303.4168140000002,1,1,27.36,78.03,140.0
9516,0,0,0,3,0,1168.184161,1,1,13.070052,77.62715,68.0
9517,0.5,1,1,1,0,685.0488097,0,1,24.69028,78.41889,40.0
9518,0.5,0,1,2,0,1380.248834,1,1,30.66486,76.70610699999999,71.0
9519,0.5,0,0,3,0,1350.135014,1,1,22.623598,88.441186,75.0
9520,0.5,0,1,3,0,2061.698228,1,1,19.1759,72.9522,270.0
9521,0,0,0,2,0,1085.031001,1,1,39.912312,-86.21248800000001,24.5
9522,0,0,0,2,0,1100.196464,1,1,27.2142,77.9473,28.0
9523,0,0,1,2,0,531.6635161,1,1,23.16083,77.46833000000001,22.5
9524,0.5,0,0,2,0,1518.75,1,1,20.237902,85.785818,48.6
9525,0.5,0,0,2,0,1273.180183,1,1,28.431862,77.351104,46.0
9526,0,0,0,2,0,1000.0,1,1,19.303852,84.826391,25.0
9527,0.5,0,0,2,0,1290.010481,1,1,19.1026,72.8243,800.0
9528,0.5,1,1,2,0,749.3352671,0,1,18.490075,73.968862,31.0
9529,0,0,1,3,0,1230.031949,1,1,23.185756,77.498465,38.5
9530,0.5,1,1,1,0,408.3059498,0,0,19.18,72.96333,58.4
9531,0,0,0,2,0,1006.289308,1,1,26.832353,75.841749,40.0
9532,0.5,1,1,3,0,2015.173068,0,1,30.662283,76.822397,85.0
9533,0,0,1,2,0,659.9450046000001,1,1,18.5084,73.6892,36.0
9534,0.5,0,0,3,0,1553.51872,1,1,18.5993,73.7625,100.0
9535,0,0,1,3,0,1511.030523,1,1,21.109388,79.024596,50.0
9536,0.5,0,0,2,0,980.0427655,1,1,28.6221,77.3674,55.0
9537,0.5,1,1,1,0,433.2392094,0,0,28.743724,76.81131500000001,53.7
9538,0,0,1,2,0,1000.0,1,1,16.214663,74.333985,30.0
9539,0.5,0,0,4,0,3800.114003,1,1,12.928575,77.58572099999999,1200.0
9540,0,0,0,1,0,624.0249610000001,1,1,22.23,73.08,12.0
9541,0,0,0,2,0,1755.1104690000002,1,1,12.9407,77.7466,85.0
9542,0.5,0,0,2,0,900.090009,1,1,19.097621,73.00088199999999,80.0
9543,0.5,1,1,2,0,1280.2275960000002,0,1,21.17,72.83,36.0
9544,0,0,0,2,0,700.1166861,1,1,16.694928,74.287768,24.0
9545,0.5,0,0,2,0,1300.075586,1,1,12.9259,77.6229,86.0
9546,0.5,0,0,4,0,3750.0,1,1,19.1026,72.8243,1800.0
9547,0.5,0,1,3,0,1404.030393,1,1,18.578765,73.890693,85.0
9548,0,0,0,2,0,883.0548926000001,1,1,28.579004,77.431173,37.0
9549,0,0,0,2,0,766.0577490000001,1,1,12.80009,77.71181999999999,26.0
9550,0.5,0,0,3,0,2550.0255,1,1,19.05444,72.84056,850.0
9551,0,0,0,1,0,365.185636,1,1,21.17549,81.31277299999999,6.0
9552,0.5,0,0,3,0,1664.007294,1,1,13.010349,77.712151,73.0
9553,0,0,0,2,0,950.0146156,1,1,13.077741,80.16490300000001,65.0
9554,0.5,0,1,3,0,1232.162459,1,1,28.40473,77.367514,44.9
9555,0.5,1,1,3,0,777.9349364,0,0,18.96,72.82,110.0
9556,0.5,0,0,3,0,1830.0,1,1,23.399528,85.357421,73.2
9557,0.5,1,0,2,0,680.1645049,0,1,22.470809,88.36318100000001,21.5
9558,0,0,0,3,0,1598.818122,1,1,31.316839,75.57435,48.7
9559,0.5,0,0,2,0,1209.964413,1,1,12.96991,77.59796,85.0
9560,0,0,0,1,0,523.1037489,1,1,10.610246,76.04374399999999,24.0
9561,0,0,0,2,0,850.0323206,1,1,21.19233,79.062102,26.3
9562,0,0,0,2,0,1070.205479,1,1,12.9958935,77.761394,50.0
9563,0.5,1,1,1,0,400.0,0,0,18.96,72.82,24.0
9564,0,0,0,1,0,710.1449275,1,1,22.3146,73.1643,24.5
9565,0.5,0,0,2,0,1500.019737,1,1,20.742166,80.104602,380.0
9566,0.5,1,1,3,0,1095.023726,0,1,24.69028,78.41889,270.0
9567,1,1,1,2,0,787.2340426,0,0,24.781911,78.250828,18.5
9568,0.5,0,1,4,0,2622.377622,1,1,13.055985,77.622157,180.0
9569,0.5,0,1,1,0,719.7802197999999,1,0,28.743724,76.81131500000001,65.5
9570,0,0,0,2,0,1220.362622,1,1,59.912884,10.741975,35.0
9571,0.5,1,1,1,0,251.7341687,0,1,19.147866,72.932609,45.0
9572,1,1,1,2,0,929.9895507,0,0,25.273958,83.020664,35.6
9573,0,0,0,2,0,1270.168211,1,1,20.958281,72.93265799999999,37.0
9574,0.5,1,0,1,0,600.0375022999999,0,1,24.69028,78.41889,32.0
9575,0.5,0,0,2,0,1099.903939,1,1,30.74,76.65,22.9
9576,0,0,0,2,0,874.7949699,1,1,26.417963,80.365018,32.0
9577,0.5,1,1,2,0,1099.016854,0,1,18.651598,73.735448,62.6
9578,0,0,0,1,0,679.9830003999999,1,1,20.386816,72.90114799999999,16.0
9579,0.5,0,0,3,0,1803.551609,1,1,28.553374,77.355611,130.0
9580,1,0,0,3,0,888.0308880000001,1,0,39.4741165,-87.07256579999999,23.0
9581,0.5,0,0,2,0,1275.009808,1,1,12.96991,77.59796,65.0
9582,0,0,0,2,0,1850.605653,1,1,21.727408,73.03076300000001,27.5
9583,0.5,0,0,3,0,1887.927792,1,1,28.406388,77.342588,50.2
9584,0.5,1,1,2,0,1000.0,0,1,20.230195,85.816005,33.0
9585,0.5,1,1,2,0,489.0126896,0,0,19.222101,72.988231,79.0
9586,0.5,0,1,3,0,2857.142857,1,1,26.8626,75.7633,120.0
9587,0.5,0,1,3,0,1709.2391300000002,1,1,30.662283,76.822397,62.9
9588,0,0,0,2,0,850.0510031,1,1,19.979766,77.43124,25.0
9589,0,0,0,2,0,960.1536246,1,1,26.850391,75.814198,40.0
9590,0.5,1,1,2,0,620.6896552000001,0,0,24.69028,78.41889,72.0
9591,0.5,0,0,3,0,1506.906656,1,1,15.4425,73.88306,72.0
9592,0.5,0,0,3,0,2036.400662,1,1,35.0,136.0,160.0
9593,0,0,0,2,0,900.2057613,1,1,21.111835,79.038732,35.0
9594,0,0,1,3,0,1965.704726,1,1,22.24124,73.200301,47.0
9595,0,1,0,1,0,500.0,0,1,26.938677,81.085782,15.0
9596,0,0,0,2,0,712.0605251000001,1,1,22.50686,88.223965,32.0
9597,0,0,0,1,0,680.2721088,1,1,22.389918,73.159044,12.0
9598,0,0,0,2,0,700.0350017999999,1,1,22.54111,88.33778000000001,20.0
9599,0.5,0,0,2,0,1150.012778,1,1,24.69028,78.41889,180.0
9600,0.5,0,1,3,0,1996.007984,1,1,13.055985,77.622157,150.0
9601,0.5,1,0,2,0,679.9069601,0,1,28.5889,77.3352,38.0
9602,0.5,1,0,2,0,727.2149889,0,1,22.470809,88.36318100000001,22.9
9603,0.5,0,1,2,0,1079.710145,1,1,12.90579,77.54264,44.7
9604,0.5,0,0,2,0,1001.078084,1,1,12.96991,77.59796,65.0
9605,0.5,0,0,3,0,919.8879552,1,0,22.54111,88.33778000000001,82.1
9606,0.5,0,1,1,0,603.0032848,1,1,18.96,72.82,25.7
9607,0.5,0,1,2,0,1229.13039,1,1,24.69028,78.41889,120.0
9608,0.5,0,1,2,0,1070.009172,1,1,12.96991,77.59796,70.0
9609,0.5,1,1,3,0,2011.060835,0,1,24.69028,78.41889,200.0
9610,0,0,1,2,0,1032.169276,1,1,15.462648000000002,73.804488,120.0
9611,0.5,1,1,2,0,476.3990801,0,0,19.222101,72.988231,87.0
9612,0,0,0,4,0,1399.688958,1,1,28.947812,77.691887,36.0
9613,0,0,0,2,0,633.000422,1,1,26.148136,91.786957,45.0
9614,0.5,0,1,3,0,2180.566182,1,1,30.74,76.65,57.0
9615,0,1,0,2,0,1088.0,0,1,20.26444,85.82806,40.8
9616,0,0,0,1,0,700.152207,1,1,21.17,72.83,23.0
9617,0,0,0,2,0,1308.00269,1,1,30.719268,76.660791,38.9
9618,0.5,0,0,2,0,1200.0,1,1,22.709351,75.900743,30.0
9619,0.5,1,1,2,0,502.3283464,0,0,24.862517,78.28246700000001,50.7
9620,0.5,1,1,1,0,640.0787789,0,1,18.966114,73.148278,39.0
9621,0.5,0,0,1,0,597.3645681,1,1,18.595456,73.946088,20.4
9622,0.5,0,0,3,0,1350.0,1,1,22.665579,75.911139,27.0
9623,0.5,0,0,3,0,1809.805857,1,1,26.906098,75.825254,110.0
9624,0.5,0,1,3,0,1750.087504,1,1,19.1758,72.8643,200.0
9625,0.5,0,1,3,0,1800.2195390000002,1,1,30.706256,75.70013399999999,82.0
9626,0,0,0,1,0,484.8484848000001,1,1,18.439098,74.35197,12.0
9627,0.5,0,0,3,0,1668.662675,1,1,30.752321,76.772816,41.8
9628,0.5,0,0,3,0,1174.958693,1,1,20.098413,79.10786,64.0
9629,0,0,0,2,0,900.0,1,1,25.628712,85.118502,45.0
9630,0,0,0,2,0,1246.882793,1,1,24.58333,73.68333,40.0
9631,0,0,0,2,0,900.0,1,1,16.692116,74.218423,36.0
9632,0,0,0,3,0,1715.296198,1,1,12.96991,77.59796,97.0
9633,0,0,0,2,0,1136.363636,1,1,22.47,70.07,29.0
9634,0.5,1,1,1,0,836.6762177999999,0,1,30.73528,76.79111,29.2
9635,0,0,0,3,0,1100.16044,1,1,12.96991,77.59796,48.0
9636,0.5,0,0,3,0,1848.387097,1,1,21.151992,72.81002,57.3
9637,0,0,0,2,0,909.9772506,1,1,12.808137,77.58308000000001,28.0
9638,0.5,0,1,3,0,1295.031787,1,1,28.506454,77.40956800000001,55.0
9639,0.5,0,1,3,0,1877.22921,1,1,26.8626,75.7633,100.0
9640,0.5,1,1,3,0,1595.320394,0,1,12.9958935,77.761394,120.0
9641,0.5,0,0,2,0,1295.196978,1,1,28.568096,77.390253,72.0
9642,0,0,0,2,0,810.0445525,1,1,13.09,80.27,40.0
9643,0.5,0,1,5,0,6224.988884,1,1,28.429614,77.481711,420.0
9644,0.5,0,0,2,0,1100.0,1,1,22.577072,88.462457,42.9
9645,0.5,0,1,3,0,2290.122341,1,1,24.69028,78.41889,380.0
9646,0.5,0,1,2,0,750.0421372000001,1,1,28.743724,76.81131500000001,89.0
9647,0.5,1,0,2,0,1065.178798,0,1,12.8458,77.6727,42.0
9648,0,0,0,1,0,600.240096,1,1,21.750834,72.61024,10.0
9649,0,0,0,2,0,790.0334245,1,1,22.54111,88.33778000000001,26.0
9650,0,0,0,3,0,1428.061407,1,1,13.09,80.27,120.0
9651,0.5,1,1,2,0,73485.00101,0,0,18.558319,73.77588,7300.0
9652,0.5,0,0,1,0,500.0,1,1,19.076466,72.999804,35.0
9653,0.5,0,0,3,0,1888.162672,1,0,28.378021,77.063066,130.0
9654,0.5,0,0,2,0,710.0881489,1,1,13.05,80.11,29.0
9655,0,0,0,2,0,1147.052076,1,1,13.034353,77.610321,50.0
9656,0.5,0,0,2,0,850.0137099,1,1,18.96,72.82,31.0
9657,0,0,0,2,0,540.025413,1,1,23.2257,72.51679,17.0
9658,0,0,0,2,0,1150.378651,1,1,27.584028000000004,78.057399,31.9
9659,0.5,0,1,1,0,676.0309472,1,1,19.1983,72.8409,90.0
9660,0.5,0,0,2,0,1035.1597359999998,1,1,13.008071,77.65129499999999,58.0
9661,0.5,0,0,2,0,1312.0,1,1,18.347616,73.586463,65.6
9662,0,0,0,3,0,1250.0,1,1,26.8923,75.8163,66.0
9663,0.5,1,1,3,0,1571.919887,0,1,26.766594,80.949809,77.7
9664,0.5,0,0,2,0,984.1884479,1,1,17.829244,83.334838,30.5
9665,0.5,0,0,3,0,1700.060716,1,1,22.575343,88.433715,140.0
9666,0,0,0,3,0,1099.958752,1,1,18.52361,73.84778,80.0
9667,0,0,0,2,0,855.0788736999999,1,1,13.1297,80.2897,58.0
9668,0.5,0,1,3,0,1706.484642,1,1,30.662283,76.822397,60.0
9669,0.5,0,1,3,0,1355.08346,1,1,18.510418,73.781944,89.3
9670,0,0,0,2,0,1274.190041,1,1,13.037343,77.628291,58.6
9671,0,0,0,2,0,1250.0,1,1,26.91667,75.86667,47.5
9672,0,0,0,3,0,1066.235864,1,1,28.427662,77.339119,33.0
9673,0,0,0,3,0,1672.240803,1,1,28.874383,77.113251,45.0
9674,0,0,0,3,0,1800.5540170000002,1,1,26.606357,80.114695,52.0
9675,0,0,0,1,0,758.4363515,1,1,13.337165,74.730644,22.7
9676,0.5,0,0,3,0,1175.04359,1,1,19.1615,72.8731,310.0
9677,0.5,1,0,2,0,568.0204487000001,0,1,28.6396,77.0884,120.0
9678,0.5,0,0,3,0,1719.6904559999998,1,1,12.96991,77.59796,120.0
9679,0.5,0,0,3,0,1496.259352,1,1,28.38016,77.369936,48.0
9680,0.5,0,1,4,0,3142.857143,1,0,28.510825,77.006087,220.0
9681,0,0,0,1,0,640.1137980000001,1,1,24.69028,78.41889,27.0
9682,0.5,0,0,2,0,815.0701798,1,1,12.9974,80.0966,33.1
9683,0.5,0,1,2,0,1153.046062,1,1,30.662283,76.822397,38.8
9684,0.5,0,0,5,0,4067.79661,1,1,28.874383,77.113251,120.0
9685,0.5,0,0,3,0,2400.0,1,1,30.692243,76.750614,150.0
9686,0,0,0,2,0,950.0542888,1,1,28.535783,77.400502,70.0
9687,0.5,0,0,2,0,1089.146654,1,1,19.1849,72.8347,200.0
9688,0.5,0,0,2,0,928.0742459,1,1,12.581437,77.322174,48.0
9689,1,0,1,2,0,1011.363636,1,0,12.952357,77.72250600000001,44.5
9690,0,0,0,3,0,1666.666667,1,1,26.445609,80.326679,65.0
9691,0.5,0,0,3,0,1360.081605,1,1,26.900926,75.775927,40.0
9692,0.5,0,1,4,0,2189.6355350000003,1,1,30.662283,76.822397,76.9
9693,0.5,0,0,2,0,1021.212121,1,1,22.175748,75.582163,33.7
9694,0.5,0,0,3,0,1200.162734,1,1,26.832353,75.841749,29.5
9695,0.5,0,1,1,0,758.9534236000001,1,0,13.055985,77.622157,40.9
9696,0.5,0,0,2,0,1025.0,1,1,28.19491,76.826552,20.5
9697,0.5,0,1,3,0,1600.331675,1,1,30.662283,76.822397,57.9
9698,0,0,0,3,0,1799.924214,1,1,23.22,72.68,95.0
9699,0.5,0,0,2,0,1250.0,1,1,24.69028,78.41889,160.0
9700,0.5,0,0,3,0,1478.1966,1,1,19.038205,73.06612,200.0
9701,0.5,0,0,3,0,1167.112697,1,1,18.5956,73.7981,78.5
9702,0.5,0,0,3,0,1398.996236,1,1,28.9196,76.8972,66.9
9703,0.5,0,1,3,0,900.0090001,1,1,19.1849,72.8347,200.0
9704,0.5,0,0,3,0,1311.769991,1,1,13.025845,77.770331,73.0
9705,0,0,0,2,0,1326.040113,1,1,13.11389,77.59833,80.0
9706,0.5,0,0,2,0,1222.857143,1,1,16.4046,80.5579,42.8
9707,0,0,0,3,0,1475.1552800000002,1,1,22.290385,70.781479,95.0
9708,0.5,0,0,1,0,615.0691952999999,1,1,12.96991,77.59796,48.0
9709,0,0,0,3,0,2450.006622,1,1,50.817397,4.42145,370.0
9710,0.5,0,0,2,0,1300.169587,1,1,12.96991,77.59796,46.0
9711,0.5,0,1,2,0,833.3333332999999,1,0,26.928785,75.828002,17.5
9712,0.5,1,1,2,0,917.884629,0,1,19.1849,72.8347,130.0
9713,0,1,0,2,0,750.1071582000001,0,1,22.067068,88.50841,35.0
9714,0,0,0,2,0,820.1278842999999,1,1,12.296183,76.594249,29.5
9715,0.5,0,0,3,0,1677.084921,1,1,18.558319,73.77588,110.0
9716,0.5,1,1,2,0,530.2378905,0,0,24.69028,78.41889,55.5
9717,0.5,0,0,2,0,1304.347826,1,1,28.431862,77.351104,34.5
9718,0.5,0,1,2,0,1275.016139,1,1,26.900926,75.775927,39.5
9719,0.5,0,0,3,0,1118.518519,1,1,26.724219,88.326357,30.2
9720,0.5,0,1,2,0,1410.360727,1,1,21.0,77.0,52.0
9721,0.5,0,1,3,0,1733.3333329999998,1,1,18.558319,73.77588,130.0
9722,1,1,1,3,0,1321.132399,0,0,12.327102,76.58644100000001,46.2
9723,0,0,1,1,0,715.0368034,1,1,18.462505,73.852052,34.0
9724,0.5,0,0,3,0,1825.780906,1,1,28.874383,77.113251,41.5
9725,0.5,0,0,3,0,1406.013411,1,1,19.040066,73.115347,130.0
9726,0.5,0,0,4,0,3596.230159,1,1,12.91668,77.59196,290.0
9727,0.5,0,0,2,0,1261.9254119999998,1,1,28.874383,77.113251,29.1
9728,0,0,0,3,0,1335.250616,1,1,11.00031,77.023028,65.0
9729,0.5,0,1,2,0,978.0961565,1,1,19.957301,73.839897,71.0
9730,0,0,0,2,0,1083.361458,1,1,23.176444,77.44891700000001,32.1
9731,0.5,0,0,2,0,1001.001001,1,1,18.5438,73.9438,90.0
9732,0,0,0,3,0,1850.328947,1,1,22.549147,72.92826099999999,45.0
9733,0.5,0,1,3,0,2106.149958,1,1,28.542768,77.365736,100.0
9734,0.5,1,1,3,0,2250.0,0,1,30.662283,76.822397,76.5
9735,1,0,0,2,0,992.8571429,1,0,26.832353,75.841749,27.8
9736,0.5,0,1,3,0,1727.704781,1,1,30.662283,76.822397,61.8
